Category,Number of Records,Quantity,Sales,Segment,Ship Mode
Office Supplies,1,2,$6,Corporate,First Class
Office Supplies,1,2,$6,Corporate,First Class
Office Supplies,1,2,$6,Corporate,First Class
Office Supplies,1,2,$7,Corporate,First Class
Office Supplies,1,2,$7,Corporate,First Class
Office Supplies,1,2,$7,Corporate,First Class
Office Supplies,1,2,$7,Corporate,First Class
Office Supplies,1,2,$8,Corporate,First Class
Office Supplies,1,2,$8,Corporate,First Class
Office Supplies,1,2,$9,Corporate,First Class
Office Supplies,1,2,$9,Corporate,First Class
Office Supplies,1,2,$9,Corporate,First Class
Office Supplies,1,2,$9,Corporate,First Class
Office Supplies,1,2,$9,Corporate,First Class
Office Supplies,1,2,$9,Corporate,First Class
Office Supplies,1,2,$10,Corporate,First Class
Office Supplies,1,2,$10,Corporate,First Class
Office Supplies,1,2,$11,Corporate,First Class
Office Supplies,1,2,$11,Corporate,First Class
Office Supplies,1,2,$11,Corporate,First Class
Office Supplies,1,2,$12,Corporate,First Class
Office Supplies,1,2,$12,Corporate,First Class
Office Supplies,1,2,$12,Corporate,First Class
Office Supplies,1,2,$12,Corporate,First Class
Office Supplies,1,2,$12,Corporate,First Class
Office Supplies,1,2,$13,Corporate,First Class
Office Supplies,1,2,$13,Corporate,First Class
Office Supplies,1,2,$13,Corporate,First Class
Office Supplies,1,2,$14,Corporate,First Class
Office Supplies,1,2,$15,Corporate,First Class
Office Supplies,1,2,$15,Corporate,First Class
Office Supplies,1,2,$15,Corporate,First Class
Office Supplies,1,2,$15,Corporate,First Class
Office Supplies,1,2,$17,Corporate,First Class
Office Supplies,1,2,$17,Corporate,First Class
Office Supplies,1,2,$17,Corporate,First Class
Office Supplies,1,2,$21,Corporate,First Class
Office Supplies,1,2,$22,Corporate,First Class
Office Supplies,1,2,$22,Corporate,First Class
Office Supplies,1,2,$26,Corporate,First Class
Office Supplies,1,2,$26,Corporate,First Class
Office Supplies,1,2,$26,Corporate,First Class
Office Supplies,1,2,$27,Corporate,First Class
Office Supplies,1,2,$31,Corporate,First Class
Office Supplies,1,2,$32,Corporate,First Class
Office Supplies,1,2,$34,Corporate,First Class
Office Supplies,1,2,$34,Corporate,First Class
Office Supplies,1,2,$36,Corporate,First Class
Office Supplies,1,2,$38,Corporate,First Class
Office Supplies,1,2,$44,Corporate,First Class
Office Supplies,1,2,$55,Corporate,First Class
Office Supplies,1,2,$61,Corporate,First Class
Office Supplies,1,2,$71,Corporate,First Class
Office Supplies,1,2,$78,Corporate,First Class
Office Supplies,1,2,$78,Corporate,First Class
Office Supplies,1,2,$89,Corporate,First Class
Office Supplies,1,2,$99,Corporate,First Class
Office Supplies,1,2,$110,Corporate,First Class
Office Supplies,1,2,$112,Corporate,First Class
Office Supplies,1,2,$138,Corporate,First Class
Office Supplies,1,2,$191,Corporate,First Class
Office Supplies,1,2,$210,Corporate,First Class
Office Supplies,1,2,$210,Corporate,First Class
Office Supplies,1,2,$386,Corporate,First Class
Office Supplies,1,2,$481,Corporate,First Class
Office Supplies,1,2,$716,Corporate,First Class
Office Supplies,1,2,"$1,037",Corporate,First Class
Office Supplies,1,2,"$2,034",Corporate,First Class
Office Supplies,1,3,$1,Corporate,First Class
Office Supplies,1,3,$3,Corporate,First Class
Office Supplies,1,3,$4,Corporate,First Class
Office Supplies,1,3,$6,Corporate,First Class
Office Supplies,1,3,$7,Corporate,First Class
Office Supplies,1,3,$7,Corporate,First Class
Office Supplies,1,3,$8,Corporate,First Class
Office Supplies,1,3,$9,Corporate,First Class
Office Supplies,1,3,$9,Corporate,First Class
Office Supplies,1,3,$9,Corporate,First Class
Office Supplies,1,3,$10,Corporate,First Class
Office Supplies,1,3,$13,Corporate,First Class
Office Supplies,1,3,$13,Corporate,First Class
Office Supplies,1,3,$14,Corporate,First Class
Office Supplies,1,3,$16,Corporate,First Class
Office Supplies,1,3,$17,Corporate,First Class
Office Supplies,1,3,$18,Corporate,First Class
Office Supplies,1,3,$19,Corporate,First Class
Office Supplies,1,3,$19,Corporate,First Class
Office Supplies,1,3,$19,Corporate,First Class
Office Supplies,1,3,$19,Corporate,First Class
Office Supplies,1,3,$19,Corporate,First Class
Office Supplies,1,3,$20,Corporate,First Class
Office Supplies,1,3,$22,Corporate,First Class
Office Supplies,1,3,$25,Corporate,First Class
Office Supplies,1,3,$25,Corporate,First Class
Office Supplies,1,3,$26,Corporate,First Class
Office Supplies,1,3,$26,Corporate,First Class
Office Supplies,1,3,$27,Corporate,First Class
Office Supplies,1,3,$27,Corporate,First Class
Office Supplies,1,3,$28,Corporate,First Class
Office Supplies,1,3,$30,Corporate,First Class
Office Supplies,1,3,$31,Corporate,First Class
Office Supplies,1,3,$31,Corporate,First Class
Office Supplies,1,3,$34,Corporate,First Class
Office Supplies,1,3,$36,Corporate,First Class
Office Supplies,1,3,$43,Corporate,First Class
Office Supplies,1,3,$46,Corporate,First Class
Office Supplies,1,3,$47,Corporate,First Class
Office Supplies,1,3,$50,Corporate,First Class
Office Supplies,1,3,$50,Corporate,First Class
Office Supplies,1,3,$51,Corporate,First Class
Office Supplies,1,3,$55,Corporate,First Class
Office Supplies,1,3,$65,Corporate,First Class
Office Supplies,1,3,$70,Corporate,First Class
Office Supplies,1,3,$71,Corporate,First Class
Office Supplies,1,3,$74,Corporate,First Class
Office Supplies,1,3,$74,Corporate,First Class
Office Supplies,1,3,$81,Corporate,First Class
Office Supplies,1,3,$85,Corporate,First Class
Office Supplies,1,3,$92,Corporate,First Class
Office Supplies,1,3,$98,Corporate,First Class
Office Supplies,1,3,$147,Corporate,First Class
Office Supplies,1,3,$168,Corporate,First Class
Office Supplies,1,3,$180,Corporate,First Class
Office Supplies,1,3,$208,Corporate,First Class
Office Supplies,1,3,$236,Corporate,First Class
Office Supplies,1,3,$237,Corporate,First Class
Office Supplies,1,3,$241,Corporate,First Class
Office Supplies,1,3,$345,Corporate,First Class
Office Supplies,1,3,$535,Corporate,First Class
Office Supplies,1,3,$826,Corporate,First Class
Office Supplies,1,3,"$1,248",Corporate,First Class
Office Supplies,1,4,$2,Corporate,First Class
Office Supplies,1,4,$6,Corporate,First Class
Office Supplies,1,4,$9,Corporate,First Class
Office Supplies,1,4,$12,Corporate,First Class
Office Supplies,1,4,$13,Corporate,First Class
Office Supplies,1,4,$14,Corporate,First Class
Office Supplies,1,4,$15,Corporate,First Class
Office Supplies,1,4,$16,Corporate,First Class
Office Supplies,1,4,$16,Corporate,First Class
Office Supplies,1,4,$21,Corporate,First Class
Office Supplies,1,4,$21,Corporate,First Class
Office Supplies,1,4,$21,Corporate,First Class
Office Supplies,1,4,$21,Corporate,First Class
Office Supplies,1,4,$21,Corporate,First Class
Office Supplies,1,4,$27,Corporate,First Class
Office Supplies,1,4,$27,Corporate,First Class
Office Supplies,1,4,$30,Corporate,First Class
Office Supplies,1,4,$32,Corporate,First Class
Office Supplies,1,4,$37,Corporate,First Class
Office Supplies,1,4,$40,Corporate,First Class
Office Supplies,1,4,$47,Corporate,First Class
Office Supplies,1,4,$49,Corporate,First Class
Office Supplies,1,4,$50,Corporate,First Class
Office Supplies,1,4,$50,Corporate,First Class
Office Supplies,1,4,$52,Corporate,First Class
Office Supplies,1,4,$54,Corporate,First Class
Office Supplies,1,4,$58,Corporate,First Class
Office Supplies,1,4,$74,Corporate,First Class
Office Supplies,1,4,$84,Corporate,First Class
Office Supplies,1,4,$90,Corporate,First Class
Office Supplies,1,4,$99,Corporate,First Class
Office Supplies,1,4,$99,Corporate,First Class
Office Supplies,1,4,$106,Corporate,First Class
Office Supplies,1,4,$173,Corporate,First Class
Office Supplies,1,4,$178,Corporate,First Class
Office Supplies,1,4,$477,Corporate,First Class
Office Supplies,1,4,$564,Corporate,First Class
Office Supplies,1,4,$943,Corporate,First Class
Office Supplies,1,5,$8,Corporate,First Class
Office Supplies,1,5,$9,Corporate,First Class
Office Supplies,1,5,$9,Corporate,First Class
Office Supplies,1,5,$9,Corporate,First Class
Office Supplies,1,5,$10,Corporate,First Class
Office Supplies,1,5,$11,Corporate,First Class
Office Supplies,1,5,$12,Corporate,First Class
Office Supplies,1,5,$15,Corporate,First Class
Office Supplies,1,5,$16,Corporate,First Class
Office Supplies,1,5,$16,Corporate,First Class
Office Supplies,1,5,$16,Corporate,First Class
Office Supplies,1,5,$17,Corporate,First Class
Office Supplies,1,5,$18,Corporate,First Class
Office Supplies,1,5,$23,Corporate,First Class
Office Supplies,1,5,$30,Corporate,First Class
Office Supplies,1,5,$33,Corporate,First Class
Office Supplies,1,5,$34,Corporate,First Class
Office Supplies,1,5,$34,Corporate,First Class
Office Supplies,1,5,$34,Corporate,First Class
Office Supplies,1,5,$37,Corporate,First Class
Office Supplies,1,5,$40,Corporate,First Class
Office Supplies,1,5,$46,Corporate,First Class
Office Supplies,1,5,$56,Corporate,First Class
Office Supplies,1,5,$74,Corporate,First Class
Office Supplies,1,5,$79,Corporate,First Class
Office Supplies,1,5,$79,Corporate,First Class
Office Supplies,1,5,$137,Corporate,First Class
Office Supplies,1,5,$141,Corporate,First Class
Office Supplies,1,5,$152,Corporate,First Class
Office Supplies,1,5,$205,Corporate,First Class
Office Supplies,1,5,$721,Corporate,First Class
Office Supplies,1,5,$896,Corporate,First Class
Office Supplies,1,5,$896,Corporate,First Class
Office Supplies,1,6,$7,Corporate,First Class
Office Supplies,1,6,$13,Corporate,First Class
Office Supplies,1,6,$16,Corporate,First Class
Office Supplies,1,6,$29,Corporate,First Class
Office Supplies,1,6,$35,Corporate,First Class
Office Supplies,1,6,$50,Corporate,First Class
Office Supplies,1,6,$81,Corporate,First Class
Office Supplies,1,6,$114,Corporate,First Class
Office Supplies,1,6,$119,Corporate,First Class
Office Supplies,1,6,$167,Corporate,First Class
Office Supplies,1,7,$9,Corporate,First Class
Office Supplies,1,7,$21,Corporate,First Class
Office Supplies,1,7,$22,Corporate,First Class
Office Supplies,1,7,$32,Corporate,First Class
Office Supplies,1,7,$36,Corporate,First Class
Office Supplies,1,7,$43,Corporate,First Class
Office Supplies,1,7,$43,Corporate,First Class
Office Supplies,1,7,$45,Corporate,First Class
Office Supplies,1,7,$45,Corporate,First Class
Office Supplies,1,7,$45,Corporate,First Class
Office Supplies,1,7,$48,Corporate,First Class
Office Supplies,1,7,$51,Corporate,First Class
Office Supplies,1,7,$58,Corporate,First Class
Office Supplies,1,7,$65,Corporate,First Class
Office Supplies,1,7,$71,Corporate,First Class
Office Supplies,1,7,$88,Corporate,First Class
Office Supplies,1,7,$133,Corporate,First Class
Office Supplies,1,7,$156,Corporate,First Class
Office Supplies,1,7,$221,Corporate,First Class
Office Supplies,1,7,$348,Corporate,First Class
Office Supplies,1,7,$442,Corporate,First Class
Office Supplies,1,7,$734,Corporate,First Class
Office Supplies,1,7,$795,Corporate,First Class
Office Supplies,1,7,"$1,261",Corporate,First Class
Office Supplies,1,8,$13,Corporate,First Class
Office Supplies,1,8,$18,Corporate,First Class
Office Supplies,1,8,$41,Corporate,First Class
Office Supplies,1,8,$43,Corporate,First Class
Office Supplies,1,8,$52,Corporate,First Class
Office Supplies,1,8,$58,Corporate,First Class
Office Supplies,1,8,$87,Corporate,First Class
Office Supplies,1,8,$274,Corporate,First Class
Office Supplies,1,8,$648,Corporate,First Class
Office Supplies,1,8,$909,Corporate,First Class
Office Supplies,1,8,"$1,088",Corporate,First Class
Office Supplies,1,9,$3,Corporate,First Class
Office Supplies,1,9,$21,Corporate,First Class
Office Supplies,1,9,$58,Corporate,First Class
Office Supplies,1,9,$78,Corporate,First Class
Office Supplies,1,9,$112,Corporate,First Class
Office Supplies,1,9,$169,Corporate,First Class
Office Supplies,1,9,$560,Corporate,First Class
Office Supplies,1,10,$11,Corporate,First Class
Office Supplies,1,10,$135,Corporate,First Class
Office Supplies,1,11,$193,Corporate,First Class
Office Supplies,1,14,$38,Corporate,First Class
Office Supplies,1,1,$1,Corporate,Same Day
Office Supplies,1,1,$1,Corporate,Same Day
Office Supplies,1,1,$33,Corporate,Same Day
Office Supplies,1,1,$38,Corporate,Same Day
Office Supplies,1,1,$67,Corporate,Same Day
Office Supplies,1,1,$84,Corporate,Same Day
Office Supplies,1,2,$7,Corporate,Same Day
Office Supplies,1,2,$7,Corporate,Same Day
Office Supplies,1,2,$7,Corporate,Same Day
Office Supplies,1,2,$8,Corporate,Same Day
Office Supplies,1,2,$11,Corporate,Same Day
Office Supplies,1,2,$12,Corporate,Same Day
Office Supplies,1,2,$13,Corporate,Same Day
Office Supplies,1,2,$13,Corporate,Same Day
Office Supplies,1,2,$13,Corporate,Same Day
Office Supplies,1,2,$14,Corporate,Same Day
Office Supplies,1,2,$19,Corporate,Same Day
Office Supplies,1,2,$25,Corporate,Same Day
Office Supplies,1,2,$34,Corporate,Same Day
Office Supplies,1,2,$41,Corporate,Same Day
Office Supplies,1,2,$46,Corporate,Same Day
Office Supplies,1,2,$69,Corporate,Same Day
Office Supplies,1,2,$99,Corporate,Same Day
Office Supplies,1,2,$110,Corporate,Same Day
Office Supplies,1,2,$124,Corporate,Same Day
Office Supplies,1,2,$167,Corporate,Same Day
Office Supplies,1,2,$210,Corporate,Same Day
Office Supplies,1,2,$232,Corporate,Same Day
Office Supplies,1,2,$262,Corporate,Same Day
Office Supplies,1,2,$751,Corporate,Same Day
Office Supplies,1,3,$8,Corporate,Same Day
Office Supplies,1,3,$9,Corporate,Same Day
Office Supplies,1,3,$13,Corporate,Same Day
Office Supplies,1,3,$16,Corporate,Same Day
Office Supplies,1,3,$17,Corporate,Same Day
Office Supplies,1,3,$18,Corporate,Same Day
Office Supplies,1,3,$19,Corporate,Same Day
Office Supplies,1,3,$25,Corporate,Same Day
Office Supplies,1,3,$40,Corporate,Same Day
Office Supplies,1,3,$79,Corporate,Same Day
Office Supplies,1,3,$83,Corporate,Same Day
Office Supplies,1,3,$931,Corporate,Same Day
Office Supplies,1,4,$13,Corporate,Same Day
Office Supplies,1,4,$23,Corporate,Same Day
Office Supplies,1,4,$43,Corporate,Same Day
Office Supplies,1,4,$315,Corporate,Same Day
Office Supplies,1,4,$359,Corporate,Same Day
Office Supplies,1,4,$387,Corporate,Same Day
Office Supplies,1,5,$16,Corporate,Same Day
Office Supplies,1,5,$18,Corporate,Same Day
Office Supplies,1,5,$21,Corporate,Same Day
Office Supplies,1,5,$55,Corporate,Same Day
Office Supplies,1,5,$65,Corporate,Same Day
Office Supplies,1,5,$67,Corporate,Same Day
Office Supplies,1,5,$124,Corporate,Same Day
Office Supplies,1,5,$220,Corporate,Same Day
Office Supplies,1,6,$9,Corporate,Same Day
Office Supplies,1,6,$10,Corporate,Same Day
Office Supplies,1,6,$36,Corporate,Same Day
Office Supplies,1,6,$72,Corporate,Same Day
Office Supplies,1,6,$90,Corporate,Same Day
Office Supplies,1,6,$93,Corporate,Same Day
Office Supplies,1,6,$234,Corporate,Same Day
Office Supplies,1,6,$795,Corporate,Same Day
Office Supplies,1,7,$11,Corporate,Same Day
Office Supplies,1,7,$45,Corporate,Same Day
Office Supplies,1,7,$105,Corporate,Same Day
Office Supplies,1,7,$256,Corporate,Same Day
Office Supplies,1,7,$418,Corporate,Same Day
Office Supplies,1,1,$1,Corporate,Second Class
Office Supplies,1,1,$2,Corporate,Second Class
Office Supplies,1,1,$2,Corporate,Second Class
Office Supplies,1,1,$3,Corporate,Second Class
Office Supplies,1,1,$3,Corporate,Second Class
Office Supplies,1,1,$3,Corporate,Second Class
Office Supplies,1,1,$4,Corporate,Second Class
Office Supplies,1,1,$5,Corporate,Second Class
Office Supplies,1,1,$6,Corporate,Second Class
Office Supplies,1,1,$7,Corporate,Second Class
Office Supplies,1,1,$9,Corporate,Second Class
Office Supplies,1,1,$10,Corporate,Second Class
Office Supplies,1,1,$11,Corporate,Second Class
Office Supplies,1,1,$11,Corporate,Second Class
Office Supplies,1,1,$14,Corporate,Second Class
Office Supplies,1,1,$15,Corporate,Second Class
Office Supplies,1,1,$16,Corporate,Second Class
Office Supplies,1,1,$19,Corporate,Second Class
Office Supplies,1,1,$35,Corporate,Second Class
Office Supplies,1,1,$52,Corporate,Second Class
Office Supplies,1,1,$62,Corporate,Second Class
Office Supplies,1,1,$69,Corporate,Second Class
Office Supplies,1,1,$79,Corporate,Second Class
Office Supplies,1,1,$105,Corporate,Second Class
Office Supplies,1,1,$120,Corporate,Second Class
Office Supplies,1,2,$1,Corporate,Second Class
Office Supplies,1,2,$2,Corporate,Second Class
Office Supplies,1,2,$3,Corporate,Second Class
Office Supplies,1,2,$3,Corporate,Second Class
Office Supplies,1,2,$3,Corporate,Second Class
Office Supplies,1,2,$4,Corporate,Second Class
Office Supplies,1,2,$4,Corporate,Second Class
Office Supplies,1,2,$4,Corporate,Second Class
Office Supplies,1,2,$4,Corporate,Second Class
Office Supplies,1,2,$4,Corporate,Second Class
Office Supplies,1,2,$5,Corporate,Second Class
Office Supplies,1,2,$5,Corporate,Second Class
Office Supplies,1,2,$5,Corporate,Second Class
Office Supplies,1,2,$5,Corporate,Second Class
Office Supplies,1,2,$5,Corporate,Second Class
Office Supplies,1,2,$6,Corporate,Second Class
Office Supplies,1,2,$6,Corporate,Second Class
Office Supplies,1,2,$6,Corporate,Second Class
Office Supplies,1,2,$6,Corporate,Second Class
Office Supplies,1,2,$6,Corporate,Second Class
Office Supplies,1,2,$7,Corporate,Second Class
Office Supplies,1,2,$7,Corporate,Second Class
Office Supplies,1,2,$7,Corporate,Second Class
Office Supplies,1,2,$7,Corporate,Second Class
Office Supplies,1,2,$7,Corporate,Second Class
Office Supplies,1,2,$7,Corporate,Second Class
Office Supplies,1,2,$8,Corporate,Second Class
Office Supplies,1,2,$8,Corporate,Second Class
Office Supplies,1,2,$9,Corporate,Second Class
Office Supplies,1,2,$9,Corporate,Second Class
Office Supplies,1,2,$9,Corporate,Second Class
Office Supplies,1,2,$9,Corporate,Second Class
Office Supplies,1,2,$10,Corporate,Second Class
Office Supplies,1,2,$10,Corporate,Second Class
Office Supplies,1,2,$10,Corporate,Second Class
Office Supplies,1,2,$10,Corporate,Second Class
Office Supplies,1,2,$10,Corporate,Second Class
Office Supplies,1,2,$10,Corporate,Second Class
Office Supplies,1,2,$11,Corporate,Second Class
Office Supplies,1,2,$11,Corporate,Second Class
Office Supplies,1,2,$12,Corporate,Second Class
Office Supplies,1,2,$13,Corporate,Second Class
Office Supplies,1,2,$13,Corporate,Second Class
Office Supplies,1,2,$13,Corporate,Second Class
Office Supplies,1,2,$13,Corporate,Second Class
Office Supplies,1,2,$14,Corporate,Second Class
Office Supplies,1,2,$15,Corporate,Second Class
Office Supplies,1,2,$15,Corporate,Second Class
Office Supplies,1,2,$15,Corporate,Second Class
Office Supplies,1,2,$17,Corporate,Second Class
Office Supplies,1,2,$17,Corporate,Second Class
Office Supplies,1,2,$17,Corporate,Second Class
Office Supplies,1,2,$20,Corporate,Second Class
Office Supplies,1,2,$20,Corporate,Second Class
Office Supplies,1,2,$21,Corporate,Second Class
Office Supplies,1,2,$21,Corporate,Second Class
Office Supplies,1,2,$23,Corporate,Second Class
Office Supplies,1,2,$23,Corporate,Second Class
Office Supplies,1,2,$25,Corporate,Second Class
Office Supplies,1,2,$25,Corporate,Second Class
Office Supplies,1,2,$26,Corporate,Second Class
Office Supplies,1,2,$26,Corporate,Second Class
Office Supplies,1,2,$34,Corporate,Second Class
Office Supplies,1,2,$38,Corporate,Second Class
Office Supplies,1,2,$40,Corporate,Second Class
Office Supplies,1,2,$42,Corporate,Second Class
Office Supplies,1,2,$45,Corporate,Second Class
Office Supplies,1,2,$45,Corporate,Second Class
Office Supplies,1,2,$48,Corporate,Second Class
Office Supplies,1,2,$50,Corporate,Second Class
Office Supplies,1,2,$50,Corporate,Second Class
Office Supplies,1,2,$55,Corporate,Second Class
Office Supplies,1,2,$55,Corporate,Second Class
Office Supplies,1,2,$66,Corporate,Second Class
Office Supplies,1,2,$68,Corporate,Second Class
Office Supplies,1,2,$69,Corporate,Second Class
Office Supplies,1,2,$70,Corporate,Second Class
Office Supplies,1,2,$86,Corporate,Second Class
Office Supplies,1,2,$98,Corporate,Second Class
Office Supplies,1,2,$98,Corporate,Second Class
Office Supplies,1,2,$126,Corporate,Second Class
Office Supplies,1,2,$185,Corporate,Second Class
Office Supplies,1,2,$195,Corporate,Second Class
Office Supplies,1,2,$262,Corporate,Second Class
Office Supplies,1,2,$276,Corporate,Second Class
Office Supplies,1,2,$385,Corporate,Second Class
Office Supplies,1,2,$842,Corporate,Second Class
Office Supplies,1,2,"$1,296",Corporate,Second Class
Office Supplies,1,3,$2,Corporate,Second Class
Office Supplies,1,3,$4,Corporate,Second Class
Office Supplies,1,3,$4,Corporate,Second Class
Office Supplies,1,3,$4,Corporate,Second Class
Office Supplies,1,3,$6,Corporate,Second Class
Office Supplies,1,3,$6,Corporate,Second Class
Office Supplies,1,3,$6,Corporate,Second Class
Office Supplies,1,3,$8,Corporate,Second Class
Office Supplies,1,3,$8,Corporate,Second Class
Office Supplies,1,3,$8,Corporate,Second Class
Office Supplies,1,3,$8,Corporate,Second Class
Office Supplies,1,3,$9,Corporate,Second Class
Office Supplies,1,3,$9,Corporate,Second Class
Office Supplies,1,3,$9,Corporate,Second Class
Office Supplies,1,3,$9,Corporate,Second Class
Office Supplies,1,3,$10,Corporate,Second Class
Office Supplies,1,3,$10,Corporate,Second Class
Office Supplies,1,3,$11,Corporate,Second Class
Office Supplies,1,3,$11,Corporate,Second Class
Office Supplies,1,3,$11,Corporate,Second Class
Office Supplies,1,3,$12,Corporate,Second Class
Office Supplies,1,3,$12,Corporate,Second Class
Office Supplies,1,3,$12,Corporate,Second Class
Office Supplies,1,3,$12,Corporate,Second Class
Office Supplies,1,3,$12,Corporate,Second Class
Office Supplies,1,3,$12,Corporate,Second Class
Office Supplies,1,3,$13,Corporate,Second Class
Office Supplies,1,3,$13,Corporate,Second Class
Office Supplies,1,3,$14,Corporate,Second Class
Office Supplies,1,3,$14,Corporate,Second Class
Office Supplies,1,3,$15,Corporate,Second Class
Office Supplies,1,3,$16,Corporate,Second Class
Office Supplies,1,3,$16,Corporate,Second Class
Office Supplies,1,3,$18,Corporate,Second Class
Office Supplies,1,3,$18,Corporate,Second Class
Office Supplies,1,3,$18,Corporate,Second Class
Office Supplies,1,3,$19,Corporate,Second Class
Office Supplies,1,3,$19,Corporate,Second Class
Office Supplies,1,3,$20,Corporate,Second Class
Office Supplies,1,3,$21,Corporate,Second Class
Office Supplies,1,3,$21,Corporate,Second Class
Office Supplies,1,3,$21,Corporate,Second Class
Office Supplies,1,3,$22,Corporate,Second Class
Office Supplies,1,3,$24,Corporate,Second Class
Office Supplies,1,3,$26,Corporate,Second Class
Office Supplies,1,3,$26,Corporate,Second Class
Office Supplies,1,3,$26,Corporate,Second Class
Office Supplies,1,3,$29,Corporate,Second Class
Office Supplies,1,3,$34,Corporate,Second Class
Office Supplies,1,3,$34,Corporate,Second Class
Office Supplies,1,3,$40,Corporate,Second Class
Office Supplies,1,3,$44,Corporate,Second Class
Office Supplies,1,3,$46,Corporate,Second Class
Office Supplies,1,3,$48,Corporate,Second Class
Office Supplies,1,3,$48,Corporate,Second Class
Office Supplies,1,3,$51,Corporate,Second Class
Office Supplies,1,3,$60,Corporate,Second Class
Office Supplies,1,3,$61,Corporate,Second Class
Office Supplies,1,3,$71,Corporate,Second Class
Office Supplies,1,3,$74,Corporate,Second Class
Office Supplies,1,3,$79,Corporate,Second Class
Office Supplies,1,3,$79,Corporate,Second Class
Office Supplies,1,3,$79,Corporate,Second Class
Office Supplies,1,3,$80,Corporate,Second Class
Office Supplies,1,3,$85,Corporate,Second Class
Office Supplies,1,3,$95,Corporate,Second Class
Office Supplies,1,3,$116,Corporate,Second Class
Office Supplies,1,3,$116,Corporate,Second Class
Office Supplies,1,3,$144,Corporate,Second Class
Office Supplies,1,3,$144,Corporate,Second Class
Office Supplies,1,3,$147,Corporate,Second Class
Office Supplies,1,3,$147,Corporate,Second Class
Office Supplies,1,3,$165,Corporate,Second Class
Office Supplies,1,3,$166,Corporate,Second Class
Office Supplies,1,3,$183,Corporate,Second Class
Office Supplies,1,3,$271,Corporate,Second Class
Office Supplies,1,3,$276,Corporate,Second Class
Office Supplies,1,3,$315,Corporate,Second Class
Office Supplies,1,3,$348,Corporate,Second Class
Office Supplies,1,3,$454,Corporate,Second Class
Office Supplies,1,3,$544,Corporate,Second Class
Office Supplies,1,3,"$1,126",Corporate,Second Class
Office Supplies,1,3,"$1,248",Corporate,Second Class
Office Supplies,1,3,"$4,913",Corporate,Second Class
Office Supplies,1,4,$3,Corporate,Second Class
Office Supplies,1,4,$5,Corporate,Second Class
Office Supplies,1,4,$6,Corporate,Second Class
Office Supplies,1,4,$10,Corporate,Second Class
Office Supplies,1,4,$10,Corporate,Second Class
Office Supplies,1,4,$13,Corporate,Second Class
Office Supplies,1,4,$14,Corporate,Second Class
Office Supplies,1,4,$18,Corporate,Second Class
Office Supplies,1,4,$19,Corporate,Second Class
Office Supplies,1,4,$19,Corporate,Second Class
Office Supplies,1,4,$21,Corporate,Second Class
Office Supplies,1,4,$21,Corporate,Second Class
Office Supplies,1,4,$23,Corporate,Second Class
Office Supplies,1,4,$26,Corporate,Second Class
Office Supplies,1,4,$26,Corporate,Second Class
Office Supplies,1,4,$27,Corporate,Second Class
Office Supplies,1,4,$27,Corporate,Second Class
Office Supplies,1,4,$28,Corporate,Second Class
Office Supplies,1,4,$31,Corporate,Second Class
Office Supplies,1,4,$31,Corporate,Second Class
Office Supplies,1,4,$33,Corporate,Second Class
Office Supplies,1,4,$34,Corporate,Second Class
Office Supplies,1,4,$40,Corporate,Second Class
Office Supplies,1,4,$60,Corporate,Second Class
Office Supplies,1,4,$61,Corporate,Second Class
Office Supplies,1,4,$62,Corporate,Second Class
Office Supplies,1,4,$62,Corporate,Second Class
Office Supplies,1,4,$63,Corporate,Second Class
Office Supplies,1,4,$64,Corporate,Second Class
Office Supplies,1,4,$65,Corporate,Second Class
Office Supplies,1,4,$65,Corporate,Second Class
Office Supplies,1,4,$65,Corporate,Second Class
Office Supplies,1,4,$106,Corporate,Second Class
Office Supplies,1,4,$141,Corporate,Second Class
Office Supplies,1,4,$176,Corporate,Second Class
Office Supplies,1,4,$222,Corporate,Second Class
Office Supplies,1,4,$322,Corporate,Second Class
Office Supplies,1,4,$368,Corporate,Second Class
Office Supplies,1,4,$389,Corporate,Second Class
Office Supplies,1,4,$726,Corporate,Second Class
Office Supplies,1,4,$773,Corporate,Second Class
Office Supplies,1,5,$7,Corporate,Second Class
Office Supplies,1,5,$8,Corporate,Second Class
Office Supplies,1,5,$9,Corporate,Second Class
Office Supplies,1,5,$10,Corporate,Second Class
Office Supplies,1,5,$13,Corporate,Second Class
Office Supplies,1,5,$14,Corporate,Second Class
Office Supplies,1,5,$15,Corporate,Second Class
Office Supplies,1,5,$15,Corporate,Second Class
Office Supplies,1,5,$16,Corporate,Second Class
Office Supplies,1,5,$16,Corporate,Second Class
Office Supplies,1,5,$17,Corporate,Second Class
Office Supplies,1,5,$17,Corporate,Second Class
Office Supplies,1,5,$19,Corporate,Second Class
Office Supplies,1,5,$20,Corporate,Second Class
Office Supplies,1,5,$21,Corporate,Second Class
Office Supplies,1,5,$23,Corporate,Second Class
Office Supplies,1,5,$24,Corporate,Second Class
Office Supplies,1,5,$24,Corporate,Second Class
Office Supplies,1,5,$26,Corporate,Second Class
Office Supplies,1,5,$26,Corporate,Second Class
Office Supplies,1,5,$28,Corporate,Second Class
Office Supplies,1,5,$30,Corporate,Second Class
Office Supplies,1,5,$30,Corporate,Second Class
Office Supplies,1,5,$32,Corporate,Second Class
Office Supplies,1,5,$32,Corporate,Second Class
Office Supplies,1,5,$32,Corporate,Second Class
