comments,date,host_id,host_name,Id,listing_id,listing_name,Number of Records,reviewer_name,review_id
I am so happy that I found Michelle! My friend and I decided on a last minute trip to Austin and she was extremely helpful and let us stay for the weekend! She was a marvelous host and we had a blast getting to know her. She is super sweet and made sure that we had a great time. We'll definitely be staying with her again next time we're in Austin!,7/1/2013,2921605,Michelle And Usbaldo,5480494,1141635,GOTTA CHECK THIS OUT!! N.Austin,1,Ambreen,54003006
"""It was absolutely what we were looking for. Clean comfortable and very nicely (email hidden)e and Bella made sure that we had everything that we needed for our stay. I even loved the smell of the towels!!!! All of the information that was provided  prior to our arrival was very helpful to us.",7/1/2013,,,5458129,224956,,1,Cathy,54003007
"""Courtney and her families place was exactly what we needed. The house was clean and very well appointed. The location is excellent and all of Austin is easily accessible. I would highly recommend a stay at this location. Thanks for everything.",7/1/2013,,,5476190,223230,,1,Zak,54003008
Nice clean condo in a cool West Campus neighborhood. Walking distance to UT Austin and a 7 minute drive downtown. The host was extremely responsive from the booking process to checkout and beyond. Highly recommend if you are looking for a nice place in Austin,7/1/2013,3432323,Julia,5471673,675759,SXSWDowntown studio uptown finishes,1,Rob,54003009
Dolina was a fantastic host and very communicative! The casita was so adorable and definitely enough room for 2 people. It was bright and cheery. My husband I come to Austin often and we would definitely stay here again!,7/1/2013,82762,Dolina,5450972,69810,Cozy Casita Near Downtown in SoCo,1,Jordan,54003010
Gretchen's home was perfect for my visit to Austin. I really loved how colorful the space was. The place was centrally located  making sight seeing easy. Gretchen was very easy going and helpful. Her two dogs were lovely. I would definitely stay here the next time I'm in Austin.,7/1/2013,1752493,Gigi,5457716,354263,SOCO Artist's Funky Guest House,1,Alley,54003011
"""We had a wonderful time staying at the Railyard Oasis in Downtown Austin. It's perfectly located walking distance from many good restaurants & fun atmosphere. Austin is a great place to visit and you can not go wrong with this modern beautifully furnished apartment right in the middle of it all. Ryan was a great host answered all my questions and was very helpful in giving advice on restaurants and night life recommendations.",7/1/2013,,,5449341,917932,,1,Adele,54003012
Cecily and her family were incredibly warm and welcoming during my Austin visit - I'm still reflecting upon what a great time I had during my time there and their hospitality was a very big part of it. Everything was clean and accommodating the hosts themselves friendly and helpful with hints on things to try and places to see as well as a helpful insider's look on the changing city itself. Very highly recommended!,7/2/2013,1644218,Cecily,5496717,435211,Austin Historic home bedroom only,1,Alexander,54003013
Steve was great! the condo was in a perfect location and he was so helpful and friendly. He was also very easy to get a hold of and responded very quick. It was my first experience with airbnb and it was fantastic!,7/2/2013,3531593,Steve,5481276,690984,Perfect 4 Executives/Professionals,1,Brittney,54003014
"""I cannot say enough good things about my stay here.  Mary is an amazing host - gracious thoughtful and accommodating.  She made sure we felt right at home.  Her attention to detail made for a comfortable and relaxed stay - from the many toys books and crib waiting for my 10 month old to the fully stocked kitchen and bathroom to the carefully curated selection of magazines.  She even dropped off some olive oil and spices - just in case.  Honestly I would live here if I could!  Bright and modern and above all CLEAN.  It was tastefully decorated and spacious.",7/2/2013,,,5487494,911955,,1,Lisa,54003015
"""It was a great apartment in a very convenient location with a very gracious host. I stayed in the loft for two months and Kay Lynn could not of been more helpful or welcoming.",7/2/2013,,,5485720,991992,,1,Jon,54003016
Chris & Jenny's house is perfect for a family stay! Everything is immaculate and the beds were by far the most comfortable we have ever slept in! There is a lot of thought and care in all the details. My kids did great there as well great toys and a fenced in backyard for them to play in.,7/2/2013,835236,Jenny,5504012,174828,4bd/2ba Central Austin Retreat,1,Noelle,54003017
Fantastic place to stay! It had everything I needed and then some! The property is gorgeous and while it's out of the way it's definitely close enough to everything you want to get to in Austin. I would highly recommend this place for anyone looking for a nice little place to stay what a great bargain!,7/2/2013,4770686,Adam,5494302,895403,The Little House on the Hill,1,Tony,54003018
The house was great! We had a wonderful time would recommend to others.,7/2/2013,880571,Angel,5503881,781716,Atomic Ranch in Nucleus of S Austin,1,Brian,54003019
Our recent stay at Sara and Jay's cozy trailer was absolutely perfect. The weather in Austin was sweltering but we were so taken care of in every way it barely registered. Our hosts' hospitality and genuine welcome felt attentive without being excessively so. They will definitely be the first people we call when we're next in Austin!,7/2/2013,1647037,Sara,5484184,321636,Chic 1953 Spartanette Guesthouse,1,Kelsey,54003020
We went from the UK to Austin for our son's wedding along with our daughter and three of his best friends Georgia's house was the perfect place for us she made us very welcome with a bottle of wine and snacks awaiting us on the table. the house is lovely very spacious and comfortable it was a real home from home everything you could possibly want was there. We cannot praise this place enough as we had such a good holiday there with a BBQ  out the back and a night of complete chill out with the wonderful collection of dvd's on offer. Many thanks to Georgia for this great place we hope to come again soon.,7/2/2013,3475096,Georgia,5482083,892618,Comfortable home close to Downtown,1,Andrew,54003021
"""From our first interaction Mike and Nina were great hosts! I received a phone call from Nina before our trip where she asked me lots of questions to attempt to tailor our experience in her home. She acquired bikes and helmets for our kids to use arranged the bedding how I wanted it etc. The house was clean and inviting when we arrived. I was amazed at how much natural light there was. Nina was very thoughtful and had purchased some cereal milk and other items for us upon arrival. My kids were enamored with the house quickly declaring it """"the most amazing house ever"""". The bright colors and fun toys/books/etc. quickly won them over.",7/2/2013,,,5488427,927607,,1,Kristi,54003022
A well-loved charming property within walking distance of all the local attractions. Andi had great recommendations and was available to answer any questions.,7/2/2013,11349,Alexandria,5482421,296286,Charming Apartment-BEST LOCATION! A,1,Maria And Anthony,54003023
Great spot! Chris' place is very comfortable well maintained and in a great location close to downtown Austin. During my week staying with him he was a helpful host that ensured that I had everything I needed and then allowed me space as his guest. I strongly recommend staying with him if your looking for a nice place close to Austin.,7/2/2013,1566930,Chris,5490605,304808,Spanish Hacienda mile from downtown,1,Kit,54003024
This was a great homebase to explore Austin and conveniently located to many things we wanted to do -- Congress Bridge bats food trucks on South First and South Congress close enough to downtown attractions and we loved shopping at the local H.E.B. (they have great fresh catfish) since we were cooking breakfast and some dinners at Tiny House. Going backwardsit was really great to find a welcoming stocked refrigerator which was so nice after a long day of traveling. My 13-year old son could walk in 10 minutes to the basketball court at Little Lacy Park and take a dip in the pool when he got hot. It was a great place for a family (we have two teens).  Liz,7/2/2013,5181843,Amy,5502004,954116,Tiny House- Best Central Location!,1,Liz,54003025
Noelle and Brad were great hosts very informative whether it be clothes shopping or places to eat! Their house was very comfortable with plenty of entertainment for the children and adults. We especially loved the pizza oven. I would highly recommend this house to anyone coming to Austin.,7/2/2013,415039,Noelle,5499229,153050,Close to downtown&Featured in HGTV!,1,Rachel,54003026
Clean quiet and convenient. A perfect Austin local! Awesome pillows. A great place to unwind.,7/2/2013,336916,Drew,5485233,68130,Hyde Park Flat - Bamboo Floors,1,Carolyn,54003027
We loved staying in this peaceful and funky space! Because we have a baby we skipped the loft experience and slept on the futons on the floor. It was super comfortable clean and quiet. We didn't mind the small shower at all. Lois gave great advice for seeing the sights around Austin and was an all-around great host. The house and garden art is not to miss!!,7/3/2013,272156,Lois,5512970,57187,Zilker Park Fun Funky Peaceful,1,Erin,54003028
Sweetest caravan in ATX!!! I would definitely stay here again!  Great experience :-),7/3/2013,6215160,Mickie,5516204,1133017,GYPSY CARAVAN in EAST AUSTIN,1,Adrianne,54003029
Awesome!  Everything is as pictured just gorgeous and very comfortable stay.  Will definitely stay here again.  Highly recommended.,7/3/2013,1366664,Jason,5518993,347736,Modern downtown loft on 6th St,1,Judy,54003030
My girlfriend and I stayed the night at Stephen's place to avoid a long drive back to her place when I first flew into Texas and it was worth every penny. The location is great and his pet cat and dog will keep you entertained.,7/3/2013,3620758,Stephen,5518925,704789,Modern Townhouse in Coveted 78704,1,Dan,54003031
"""Our two night stay was excellent.  The room was private quiet and peaceful.  We were in a prime location close enough to the highway and a short drive to downtown.",7/3/2013,,,5517734,50310,,1,Erin,54003032
Jennifer was a very friendly and accommodating host!  Her place was perfect for our stay in Austin. This was our first Airbnb experience and she made it so easy and seamless.  The room was very clean and her house is adorable.  We loved the backyard and her dog Dimitry.  Very close to the SoCo area which we enjoyed.  We would definitely stay here again when we return to Austin!,7/3/2013,1907305,Jen,5510474,379988,Room Close to downtown,1,Natalie,54003033
Great Host!  Very welcoming and accommodating.  Super clean and comfortable space.  Highly recommended!,7/3/2013,1427814,Andrea,5518258,330710,Austin Zen Stay / Longhorn Room 10,1,Michael,54003034
Angel is a great host in a beautiful home in the amazing city of Austin! The location is ideal to discover nightlife music. Parking is easy. Thanks for a great stay.,7/3/2013,880571,Angel,5519572,329306,Urban Homestead: Bikes + Chickens,1,Frans,54003035
I have stayed 3 times and it is my favorite abode in Austin.  Quiet and private.,7/3/2013,5152543,Marcella,5518749,949922,Vintage Airstream in East Austin T,1,Suzanne And Craig,54003036
We really enjoyed staying with Lupe. She was sweet generous and fun to be around. The room and bathroom were great. Beautifully decorated clean spacious and private. Communication was easy and smooth. The area is nice and safe with coffee shops and restaurants around. We would definitely stay there again it was awesome!,7/3/2013,3827537,Guadalupe,5516370,734321,Downtown East Austin Loft1bd/1bth,1,Violet,54003037
"""Great!  Really cute cottage in what I can only describe as a tropical paradise.  Dan has one hell of a garden and water features back there......very quiet and zen like.",7/4/2013,,,5534233,78974,,1,Ryan,54003038
"""Very accommodating comfortable house. She gave good insight to the city and valuable recommendation on what to see.",7/4/2013,,,5534531,328769,,1,Erica,54003039
"""Andy's and Ellen's cottage in Austin is a jewel. We totally fell in love with the place! Everything is clean and cosy and all the little details and bits everywhere are what makes this place so nice! The stocked fridge and kitchen are a dream come true - we loved the Odwalla smoothies and the almond milk!",7/4/2013,,,5522197,72833,,1,Jens & Sabrina,54003040
This is my second time staying in this unit for an extended trip to Austin. The unit has undergone some renovations and is even more lovely than my first stay. The unit is quiet private and pristine. The added bonus is that it's in a fabulous neighborhood. Pete is a great and accessible host. I would definitely stay here again!,7/4/2013,578211,Pete,5527845,140474,Historic Hyde Park Home By Downtown,1,Bridget,54003041
"""We are frequent guests of Ryan's properties and always have the peace of mind knowing that our stay will be restful and top notch all the way.",7/4/2013,,,5530314,917932,,1,Ross,54003042
Jaime and Mike were great hosts - they offered up fantastic suggestions and made it so easy to have a great time. Their place is perfect - great having a mini fridge and microwave to save some money on breakfasts and very cozy and comfortable. The location is fantastic for those interested in the music scene - so many great venues within walking distance! Highly recommend to anyone visiting Austin.,7/4/2013,424128,Jaime,5535487,78898,South Austin studio guest house,1,Lauren,54003043
The caravan was very cute and cozy! It had quite a bit of character and would definitely stay again.,7/5/2013,6215160,Mickie,5551692,1133017,GYPSY CARAVAN in EAST AUSTIN,1,Ellis,54003044
Dan is an excellent host. My fiancé and I couldn't get into town until 4am and he made very easy and accommodating arrangements for us to stay in his cosy side house. We really appreciated his hospitality and  his place is a great place to stay very Austin in the best way. Great experience thanks Dan!,7/5/2013,424835,Dan,5553493,78974,78704 Detached Garden  Cottage,1,Katherine & Michael,54003045
Sara's airstreamer was just what we hoped. It' location was very good-very close to Downtown and it had a few eating spots within walking distance that were very nice. Sara welcomed us on arrival and ran us thru the workings of the van. She was also kind enough to allow us to use her washing machine. The airstreamer itself is very comfortable and the bed and shower were very good. The outdoor area was lovely and we had brekky there each morning and a drink in the evening. Very comfortable,7/5/2013,1647037,Sara,5538895,321636,Chic 1953 Spartanette Guesthouse,1,Merryn,54003046
This was the BEST place to stay! So quiet and cozy. My boyfriend and I felt very safe and comfortable here. I LOVE the bathroom! Honestly I didn't want to leave. The space is very private and very affordable. Trudy is an excellent host. She is prompt and friendly.,7/5/2013,6201968,Trudy,5548025,1130450,CHERRYWOOD BUNGALOW in East Austin,1,Kristi,54003047
We had a wonderful stay!  We liked the space itself and being so close to Downtown Austin.  My son was a big fan of the chickens close-by!  We will definitely return!,7/5/2013,1284548,Gwen & Richard,5540061,244785,Mid Week Special!!,1,Becky,54003048
"""Bill & Melissa are wonderful hosts - Texas hospitality at its best.",7/5/2013,,,5540229,83322,,1,Anita,54003049
Cozy DIY paradise! Marcella is a great host. She addressed all my questions and concerns and made me feel welcome. The airstream is so lovely! It's charming with all the necessary amenities. I had a pleasant time relaxing in the airstream after long days of exploring Austin.,7/5/2013,5152543,Marcella,5545408,949922,Vintage Airstream in East Austin T,1,Chance,54003050
Traveling solo with my 2 small children I wanted to find a space  where we would feel safe comfortable & in the middle of a great side of Austin with all its great culture & food.  Thanks to Edith's place we slept great and she even had juice boxes for the kids. Edith was accommodating flexible curteous prepared & kept a very clean space.  If you don't mind a bit of traffic noise (we don't but we also live in a busy city) the guest room is great for a quick night or an extended stay. This was my first time using  Air BnB and it left a very good  impression!,7/5/2013,1666088,Edith,5550651,326936,10 min from Downtown Austin,1,Heidi,54003051
Drew was the perfect host.  I arrived a bit early and without transportation so Drew offered to come fetch me at a local restaurant after he was finished getting the apartment ready for me.  The place was spotless bright and sunny exactly like the photos.  He also had the bathroom and kitchen stocked with environmentally-friendly products which I loved to see too.  The neighborhood is quiet - I was there for three nights and slept really well; and it's within walking distance to coffee shops restaurants and a grocery store.  I would highly recommend staying here if you're ever in Austin!,7/5/2013,336916,Drew,5550631,68130,Hyde Park Flat - Bamboo Floors,1,Linda,54003052
"""Fantastic huge detatched cottage in the backyard of a cool house on an extremely quiet one way street. About 5 minutes by car or 15 by bicycle from downtown nightlife district. Shower seemed new and rest of the interior is freshly painted and spotless.",7/6/2013,,,5568033,969135,,1,Tim,54003053
Checking on with Daniel was easy. He was very informative. The place was perfect for my stay. It was very close to everything and even in waking distance to so many places which made getting around easy. Great host with wonderful accommodations.,7/6/2013,213651,Daniel,5567069,363040,Zilker Festival Suite,1,Courtney,54003054
Awesome place! Incredibly clean spacious and comfortable. The hosts were very friendly offering us maps and restaurant guides for the area. This is a perfect place to crash while exploring Austin - minutes from Downtown UT and the Lake.,7/6/2013,210965,Susan,5566951,46929,Tarrytown Apt - just West of DT!,1,Miles & Michelle,54003055
Peggy´s place is great peaceful and very confortable. Bus stop is less than a block away you can hear the birds all around and basically be all around in a short walk.  Great place to stay!,7/6/2013,1631335,Peggy,5573612,328769,Artsy peaceful room- on bus line!,1,Eddy,54003056
"""Ketturah's home was a wonderful oasis for us during our recent trip to Austin. We looked forward to the  funky decor bunked beds and sofas after a long day of sightseeing in Austin. The location was especially perfect for us to get downtown and to the airport as we had two of our group catch an early flight. It took us 10-15 mins tops to get to wherever we needed to be. Ketturah made it especially easy to get in to the house on the day we arrived and gave us all the essentials (bedding/towels) we needed.",7/6/2013,,,5563149,730484,,1,Leslie,54003057
This was my first Airbnb trip and it didn't disappoint. Sovay was super easy to make arrangements with was very responsive. The bungalow is impeccably clean and just as cute as the photos. The window AC unit was adequate for the space even though I stayed over the 4th of July holiday which was a concern for me. The location is pretty great: close to highways and about a mile from prime downtown. Glad I booked it and would do it again.,7/6/2013,347068,Sovay,5566314,166561,SOCO ItZ bitZ Bungalow,1,Glenda,54003058
I stayed with Joanna for two weeks while I was on an extended visit in Austin. I felt very much at home in the house which is beautifully fitted out and decorated and occupies a convenient and peaceful location. Joanna is very welcoming and makes you feel very much at home in her place but also gives you plenty of space to do your own thing.. The room is on the lower floor with its own bathroom and is really comfortable. The bed is superb. I slept really well. Overall I would highly recommend Joanna's place if you need to stay in Austin...oh and the pets are very cute! Would have taken Duncan home in a heartbeat!,7/6/2013,505903,Joanna,5561336,1051238,Comfy private room & private bath,1,Ian,54003059
We had a great experience. Pete was extremely attentive and responsive. The place was very clean and kid friendly and the queen size bed was very comfortable. The sofa pulled out into a bed and the mattress on it was of good quality. I would recommend  this place to anyone looking for a comfortable clean quiet place to stay in Hyde Park.,7/6/2013,578211,Pete,5572091,113779,Spacious 1BR w/ Office in Hyde Park,1,Sarahi,54003060
We had a great stay here!  John was very accommodating when we got into town a little early.  The space is comfortable and it is a short walk through a great neighborhood to shops and restaurants.  I would be happy to stay here again.,7/6/2013,989596,John,5565415,202187,South Congress Studio Apartment,1,Mitch,54003061
My husband and I rented James' house for a 4th of July party right before our wedding.  It was a beautiful house with a great deck that could accomodate our friends and family.  We had a nice view of the fireworks too!  Our guests had a great time grilling taking a dip in the pool and just hanging out.  I would consider doing this again next year.,7/6/2013,1142525,James,5559913,321675,3/2 House w/ Pool in Barton Hills,1,Katrina,54003062
Lois and her condo near Zilker were great! Everything was exactly as pictured. The grill outside was very useful. It was great meeting Lois on the first night. She made sure everything was set and even gave us some local dining tips. The condo had everything we needed.,7/6/2013,272156,Lois,5558268,69303,Zilker Park Townhome-Colorful Fun,1,Amanda,54003063
"""Recently stayed at Andi's apartment in Austin Texas. Apartment is in a great location within a 10 minute walk to the centre of Austin great restaurants bars and food shacks close by. Apartment was clean and tidy exactly as listed. Perfect place to stay if your looking to be close to Austin centre without staying bang in the centre. We would stay here again when we go back.",7/6/2013,,,5562034,296286,,1,Tom,54003064
Our first airbnb experience was at Elizabeth's house.  We stayed for two nights. It was an easy process and we felt very comfortable.  We would definitely recommend staying her house.,7/6/2013,8186,Elizabeth,5565924,5769,NW Austin Rooms,1,Artemis,54003065
"""We had a lovely week long stay. The location is very convenient and we really did not need a car for most of that time. Almost everything worthwhile was within 1.5 mile radius. The apartment was very comfortable with all the amenities (except a working stove). There was also a Roku box unbelievably. A separate bed allowed our 2.5 year old sleep comfortably. Sylvia was always available and ready to help. Our daughter remembers the """"hotel home"""" very fondly.""",7/6/2013,8028,Sylvia,5561244,5456,Walk to 6th St and Convention Ctr,1,Nishant,54003066
We were on our way to our new home in Oregon from Florida and decided to stay at this wonderful peaceful place in Austin. Close to many things and super cozy.,7/6/2013,82762,Dolina,5555981,69810,Cozy Casita Near Downtown in SoCo,1,Dani & Sarah,54003067
Amy's Tiny House was the perfect spot for us in Austin.  She attends to all the little things from snacks and breakfast goodies to extras in the bathroom in case you forgot something.  Location in Travis Heights is great but you likely will want a car though cabs are easy to book so long as it's not a holiday like the 4th.  Highly recommend Tiny House.  Amy was great in helping us with recommendations and  insight on Austin.,7/6/2013,5181843,Amy,5559663,954116,Tiny House- Best Central Location!,1,Andy,54003068
"""Gretchen's place was absolutely perfect for our Austin stay. Her rental home is filled with style and charm and the location was convenient for both exploring the SoCo neighborhood on foot as well as further afield by car.",7/6/2013,,,5565197,354263,,1,Michele,54003069
This place is amazing. Exactly what we were looking for. Close to 6th street and the rooftop area is awesome. Thoroughly enjoyed ourselves and Kristen was very friendly and easy to deal with. The only downfall was we didnt stay long enough. Would be glad to reccommend this place to others and I know we will be staying there again next time we are in Austin.,7/6/2013,814883,Kristen,5554484,319759,Swanky Townhome on 6th Street!,1,Nathan,54003070
Lu's place was really nice! Great location for people that want to explore South Austin without having to stay in the craziness. Fast responsive and good communication. We enjoyed  it would stay again. Thanks Lu!,7/7/2013,5744816,Lu,5595081,1058866,EAST Austin Modern near EVERYTHING!,1,Katherine & Michael,54003071
This cottage was a great find for our vacation - the private entrance was very convenient the room was cozy which let the A/C cool it off from the 100 degree days. The bed was firm as we slept in later than usual. Sara was very friendly and also quick to respond during the reservation phase as we were booking only a few days before arriving. A great place at a great price.,7/7/2013,359112,Sara,5589934,70659,Private Cottage-Near UT/Hyde Park,1,Dave,54003072
Austin was a great city to come too and we were excited to stay at the caravan. It was a really easy and awesome experience. The place was super charming and Micke did a great job as a host!,7/7/2013,6215160,Mickie,5580269,1133017,GYPSY CARAVAN in EAST AUSTIN,1,Jessica,54003073
"""The stay Crystal's Modern Crafstman in Hot East Austin house was beyond my expectations. What a great house for entertaining and very comfortable bedrooms for our two night stay during the 4th of July weekend. This house has cold AC and very very clean. It has all the amenities needed to make our stay effortless. There was nothing overlooked by Crystal when she stocked this house for our stay.",7/7/2013,,,5588039,1213690,,1,Tony,54003074
"""Gretchen's home is awesome!  It is the quintessential Austin experience.  The porch was amazing and we all found our """"power spots"""" to lounge.  There were 4 of us staying there and it was more than spacious enough.  The house was very clean and had everything we needed.  I wish we had more time just to spend hanging out at the house.  Gretchen was great about keeping in contact for anything we needed or any questions.  I would recommend this house to anyone without reservation and we will definitely stay here again!""",7/7/2013,1752493,Gigi,5588329,345536,Austin Artist's Hm. in Hippest Area,1,Summer,54003075
We had a wonderful time in Austin TX!  The location of Joe and Bella's bungalow was just perfect for us close to downtown and within walking distance to the action of SOCO.  Their bungalow was perfect very clean and exceeded our expectations (this was our first time using Airbnb and we'll do it again!  They described the parking situation perfectly!  The welcome packet was perfect and we had no difficulties finding the bungalow or entering it!  Joe was very attentive and responsive through e-mail!  We had everything we needed inside the bungalow once we arrived.  it smelled like home and we encourage anyone visiting Austin to stay with Joe and Bella.  Awesome experience.  Thank you Joe and Bella for sharing your corner of Austin with us for a few days!,7/7/2013,1151576,Joe & Bella,5583083,958523,Guest Bungalow  2 Miles To D/T,1,Helen,54003076
A simple cozy cottage in a GREAT location. In a quiet neighborhood next to a tiny public park the house is within walking distance to the awesome patio at Winflo Osteria and the flagship Whole Foods store and a $10 max taxi ride to pretty much anywhere you would want to go in Austin. For my wife and I the house was basically a place to keep our stuff shower and sleep at night so the minimal amenities great price and location were perfect for our visit.,7/7/2013,119734,Marcella,5591495,1274816,Bungalow in the heart of Austin,1,Ben,54003077
I very much enjoyed my stay!  The flat was super cute very clean cozy and had plenty of room for 2 people.  The sofa bed was very comfy as was the bed in the bedroom.  Our host was amazing she baked cookies for us (!) and was very helpful during our stay.  The location is great very easy drive to all the local hot spots and just a $10 cab ride from downtown.  There was very little street noise so we were able to have the windows open at night which was nice.  I thoroughly enjoyed my stay and will definitely stay here again!,7/7/2013,427519,Anne,5586876,1255816,Tasteful Trendy Travis Heights Flat,1,Adria,54003078
Well I enjoyed the place so much that I decided to stay two more nights it´s a peaceful place to work and the bikes were really helpful and enjoyable.  Peggy is a great host coffee was a nice detail. Place and host totally ok! Thanks for hosting me.,7/7/2013,1631335,Peggy,5595111,328769,Artsy peaceful room- on bus line!,1,Eddy,54003079
Wonderful place! Beautiful views and very comfortable. Close enough to the city but just far enough away to relax. If we go back to Austin we will stay here again.,7/7/2013,4770686,Adam,5580602,895403,The Little House on the Hill,1,Adam,54003080
Peggy was friendly and accommodating and I was very comfortable staying in her home.,7/7/2013,1631335,Peggy,5578504,327911,Lovely Room -On Bus Line!,1,Felicity,54003081
Nathan's loft worked out great for our July 4th weekend trip to Austin. It is within walking distance to downtown and Sixth Street as well as some interesting restaurants nearby. Checking in and out was very easy and Nathan went over and above his responsibility to make sure we were taken care of.,7/7/2013,4809909,Nathan,5587419,900579,Downtown East End 2BR Loft,1,Joe,54003082
"""The space was the perfect size for two people for the long weekend (says you can accommodate up to 4 but that may be a bit cramped for your liking). The apartment was quiet the neighbors were friendly and the surrounding area was safe. We used the wi-fi but not the television & netflix but it all worked safely and without hassle. There were plenty of towels blankets cups/plates and really any amenity needed for the kitchen and bathroom.",7/7/2013,,,5593149,945496,,1,Marie,54003083
I just love it! Second time we've stayed here. So close to the everything great neighborhood and Veronica is GREAT!  We'll be back soon!,7/7/2013,167892,Veronica,5583170,300574,RETRO GROOVY AND Hip Cottage/LOFT,1,Steve,54003084
I really enjoyed our week long stay at Cristina's in the heart of East Austin.  It was near many restaurants and bars.  Its central location was perfect for checking out all the different neighborhoods quickly.  The apartment was clean and comfortable.  We'd look to stay here on our next trip to Austin.,7/7/2013,422239,Cristina,5587071,755676,Tree House in East Austin!,1,Kristi,54003085
The apartment was perfect for my visit.  Comfortable clean and easy to get around!,7/7/2013,3432323,Julia,5586746,675759,SXSWDowntown studio uptown finishes,1,Elissa,54003086
Beautiful house in a great location.  Easy access to the best of Austin and 3 blocks from a great park with splash pad for the kids.  We walked to the river for fireworks and had a great stay.  Ana was an excellent host and we would stay here again.,7/7/2013,5477881,Ana,5589235,1173760,South Austin Sky House,1,Suzanne And Craig,54003087
My wife and I stayed here for our second anniversary and loved it! The house is cozy and Fiona was very nice and helpful. We would stay again and I definitely recommend it.,7/8/2013,688306,Fiona,5627784,141550,Sweet Sexy Studio in the '02,1,Mike And Crystal,54003088
"""Our stay in Zilker Park at Lois's Loft was amazing Myself and 3 buddies comfortably slept in every morning and enjoyed here great ambiance that her house put out! She was a wonderful host and the loft is so """"homey"""" it was quite nice to come home everynight after String Cheese and be right at home! """,7/8/2013,272156,Lois,5607109,57187,Zilker Park Fun Funky Peaceful,1,Travis,54003089
If you're in Austin you must stay here! Close to downtown. House is clean and decorated beautifully. Very cozy.,7/8/2013,1735494,Joey And Steph,5604017,342039,Private Guest House - Walk Downtown,1,Vince,54003090
Greg and Mary were some of the most gracious hosts I've ever had in my travels. They were more than accomodating to my sister and me: they offered to drive us to and from the airport let us use their spare bike lock and kept us stocked with delicious beers and snacks. I could not possibly recommend staying with them strongly enough!,7/8/2013,1709384,Greg And Mary,5602922,350282,1 Bedroom House Close to Downtown!,1,Rob,54003091
Kate was an amazing host! She was great with communicating prior to my arrival. The flat was exactly as described. We really appreciated the coffee the fresh bananas the easy of coming and going and everything that was available to us during our stay. Me and my entire group walked away totally satisfied with our stay. Thanks Kate!,7/8/2013,2852262,Kate,5625083,958210,East Austin 3 BR Near Downtown,1,Tiffany,54003092
Wonderful place and wonderful people !!!,7/8/2013,2174080,Jose,5609747,673379,Resort Style Living - Whole House,1,Amila,54003093
Well first I would like to say john thank you for being my first....airbnb haha coming back to Austin for the second time was everything I hoped it would be it was my first road trip by my myself  so I was super excited . John was a great host his place was amazing he is just such an interesting person from the artwork to his oak tree in front the house. His place was cleancomfy artsy and just a great home away from home. He was so helpful he put my bumper back on my car isn't that nice ? :) he had these two dogs that were just so sweet. The next time I come back to Austin I couldn't think of anywhere else I would rather stay.,7/8/2013,422589,John,5629383,78640,Sun Harvest Room-10 min to Downtown,1,Gabi,54003094
Jackie's accomodations were beautiful and conveniently located.  The bed was very comfortable and the room was spacious.  We would definitely stay here again in a heartbeat!,7/8/2013,6216533,Jackie,5614252,1153338,Close in to Dntn Austin Friendly!,1,Jenna,54003095
"""Casey was great started off my trip perfectly by meeting me at the apartment (waiting for me when I got there).  She showed me around gave me the keys and towels and helped me with directions to a few spots I was interested in checking out.",7/8/2013,,,5615778,1267686,,1,Rory,54003096
Raquel and Jacob were great hosts.  The apartment is clean cute and conveniently located (we didn't have a car the weekend we were in Austin and were able to walk everywhere).  I would recommend this apartment to anyone!,7/8/2013,3389824,Raquel + Jacob,5601742,961883,Historical Loft with Capitol View!!,1,Stephanie,54003097
I stayed here over the 4th of July for a few days. Not only was it central to a ton of great destinations in Austin + beyond it was private clean and situated next to a beautiful Texas garden. I honestly would have enjoyed hanging out in the garden for a few days.  Dan is thoughtful and keeps the cottage well stocked.  This was my first trip using airbnb and it far exceeded my expectations.,7/8/2013,424835,Dan,5607186,78974,78704 Detached Garden  Cottage,1,Peter Scott,54003098
Great apartment that was extremely close to the convention center. Very clean and the air conditioning was effective in beating the summer heat. Would definitely stay here again!,7/8/2013,4991948,Dan,5612624,927644,Condo in heart of downtown Austin,1,Akash,54003099
Sheila was incredibly accommodating. Even though she wasn't feeling well she helped us get into a room one of our party locked themselves out of! Very gracious! Had a wonderful time and the location was great!,7/8/2013,2484820,Sheila,5618295,539839,Comfortable Family Vacation House,1,Paulina,54003100
My stay at the downtown Oasis was a wonderful experience. The location is perfect because you are close enough to downtown with a quick cab ride. The oasis was in a quiet location with many restaurants in the area. Alexis was so accommodating. When I  arrived she had snacks and  drinks which was very thoughtful. She also allowed me to have an early check in due to my flight. Additionally because of a last minute flight cancellation she was able to accommodate another nights stay. She was very prompt in responding and easy to reach. This airbnb definitely exceeded my expectations and I will be revisiting Austin soon.  Thanks Alexis!,7/8/2013,2567934,Alexis,5600284,522136,Downtown Oasis - Quiet Retreat!,1,Britta,54003101
"""Joseph is a great host that keeps his property beautifully maintained. This location is not too far from Downtown Austin and is is great space.",7/8/2013,,,5598787,603084,,1,Wayne,54003102
The condo was great. Within walking distance of Zilker park and close to South Congress. The room itself was clean and comfortable. We'd stay here again.,7/8/2013,2157243,Sean,5628648,433996,Modern Loft in the Heart of Austin!,1,Casey,54003103
